language,entity id,languageLabel,function name
http://www.wikidata.org/entity/Q8798,Q8798,Ukrainian,Q8798_Ukrainian
http://www.wikidata.org/entity/Q36983,Q36983,Umbundu,Q36983_Umbundu
http://www.wikidata.org/entity/Q699284,Q699284,Upper Saxon,Q699284_Upper_Saxon
http://www.wikidata.org/entity/Q36663,Q36663,Urhobo,Q36663_Urhobo
http://www.wikidata.org/entity/Q13263,Q13263,Uyghur,Q13263_Uyghur
http://www.wikidata.org/entity/Q9264,Q9264,Uzbek,Q9264_Uzbek
http://www.wikidata.org/entity/Q32641,Q32641,Valencian,Q32641_Valencian
http://www.wikidata.org/entity/Q32704,Q32704,Venda,Q32704_Venda
http://www.wikidata.org/entity/Q32724,Q32724,Venetian,Q32724_Venetian
http://www.wikidata.org/entity/Q9199,Q9199,Vietnamese,Q9199_Vietnamese
http://www.wikidata.org/entity/Q34279,Q34279,Waray,Q34279_Waray
http://www.wikidata.org/entity/Q100103,Q100103,West Flemish,Q100103_West_Flemish
http://www.wikidata.org/entity/Q168446,Q168446,West Low German,Q168446_West_Low_German
http://www.wikidata.org/entity/Q180945,Q180945,Western Armenian,Q180945_Western_Armenian
http://www.wikidata.org/entity/Q36943,Q36943,Wolayttattuwa,Q36943_Wolayttattuwa
http://www.wikidata.org/entity/Q34257,Q34257,Wolof,Q34257_Wolof
http://www.wikidata.org/entity/Q34290,Q34290,Wu Chinese,Q34290_Wu_Chinese
http://www.wikidata.org/entity/Q13218,Q13218,Xhosa,Q13218_Xhosa
http://www.wikidata.org/entity/Q13220,Q13220,Xiang Chinese,Q13220_Xiang_Chinese
http://www.wikidata.org/entity/Q8054983,Q8054983,Yongbei Zhuang,Q8054983_Yongbei_Zhuang
http://www.wikidata.org/entity/Q34311,Q34311,Yoruba,Q34311_Yoruba
http://www.wikidata.org/entity/Q7033959,Q7033959,Yue Chinese,Q7033959_Yue_Chinese
http://www.wikidata.org/entity/Q10199,Q10199,Zazaki,Q10199_Zazaki
http://www.wikidata.org/entity/Q13216,Q13216,Zhuang,Q13216_Zhuang
http://www.wikidata.org/entity/Q10179,Q10179,Zulu,Q10179_Zulu
